case_id,event_position,name,timestamp,org:group,org:resource,resource country,anomaly,isAnomaly
1-641306231,1,Completed+Closed,40:15.0,Org line A2,Maria,Sweden,Normal,0
1-390722958,2,Accepted+Assigned,43:19.0,Org line G4,Christer,Sweden,Late,1
1-642766943,0,Accepted+In Progress,45:58.0,Org line A2,Paulina,POLAND,Normal,0
1-642766943,1,Accepted+Wait,36:17.0,Org line A2,Paulina,POLAND,Normal,0
1-638091067,4,Queued+Awaiting Assignment,55:28.0,Org line C,Peter,Sweden,Normal,0
1-642846054,0,Accepted+In Progress,03:47.0,Org line C,Ramith,INDIA,Normal,0
1-642846054,1,Accepted+In Progress,14:34.0,Org line C,Ramith,INDIA,Normal,0
1-641323677,3,Completed+Closed,19:24.0,Org line G4,Roland,Sweden,Normal,0
1-622940906,2,Completed+Closed,10:00.0,Org line A2,Tomas,Sweden,Normal,0
1-643556695,0,Accepted+In Progress,09:37.0,Org line C,Ramith,INDIA,Normal,0
1-621322866,1,Completed+Closed,00:57.0,Org line C,Mikael,Sweden,Normal,0
1-643706642,0,Accepted+In Progress,56:44.0,Org line G4,Mattias,Sweden,Normal,0
1-577996886,4,Queued+Awaiting Assignment,31:59.0,Org line C,Rolf,Belgium,Attribute,1
1-643706642,1,Accepted+In Progress,33:32.0,Org line G4,Mattias,Sweden,Normal,0
1-628203323,4,Accepted+Wait,43:17.0,Org line C,Rajkishore,INDIA,Normal,0
1-642766943,2,Accepted+In Progress,17:27.0,Org line A2,Paulina,POLAND,Normal,0
1-642766943,3,Completed+Closed,18:16.0,Org line A2,Paulina,POLAND,Normal,0
1-638091067,5,Accepted+Assigned,14:25.0,Org line C,Peter,Sweden,Normal,0
1-644748889,0,Accepted+In Progress,17:02.0,Org line G3,Ewa,POLAND,Normal,0
1-644748889,1,Completed+Closed,19:42.0,Org line G3,Ewa,POLAND,Normal,0
1-566661201,2,Completed+Closed,58:16.0,Org line D,Wim,Belgium,Normal,0
1-617696569,2,Accepted+In Progress,05:10.0,Org line C,Freddy,INDIA,Normal,0
1-617696569,3,Completed+Closed,07:06.0,Org line C,Freddy,INDIA,Normal,0
1-573830584,2,Accepted+Assigned,54:46.0,Org line C,Mikael,Sweden,Normal,0
1-573830584,3,Accepted+In Progress,54:47.0,Org line C,Lena,Sweden,Normal,0
1-644992956,0,Accepted+In Progress,02:14.0,Org line C,Kåre,Sweden,Normal,0
1-644992956,1,Accepted+In Progress,04:14.0,Org line C,Kåre,Sweden,Normal,0
1-643706642,2,Completed+Closed,16:38.0,Org line G4,Mattias,Sweden,Normal,0
1-647796802,0,Accepted+In Progress,47:12.0,Org line G4,David,Sweden,Normal,0
1-363549934,0,Accepted+In Progress,09:44.0,Org line G3,Ewa,POLAND,Normal,0
1-363549934,1,Completed+Closed,10:41.0,Org line G3,Ewa,POLAND,Normal,0
1-364528467,0,Accepted+In Progress,14:11.0,Org line G3,Ewa,POLAND,Normal,0
1-364528467,1,Completed+Closed,14:18.0,Org line G3,Ewa,POLAND,Normal,0
1-647796802,1,Accepted+Assigned,22:55.0,Org line G4,David,Sweden,Normal,0
1-647841758,0,Accepted+In Progress,31:05.0,Org line F,Marc,Belgium,Normal,0
1-647841758,1,Completed+Closed,36:41.0,Org line F,Marc,Belgium,Normal,0
1-574623837,2,Accepted+In Progress,05:18.0,Org line A2,Radoslaw,POLAND,Normal,0
1-574623837,3,Completed+Closed,08:49.0,Org line A2,Radoslaw,POLAND,Normal,0
1-647796802,2,Accepted+In Progress,07:04.0,Org line G4,David,Sweden,Normal,0
1-535418135,3,Accepted+In Progress,23:31.0,Org line A2,Michal,POLAND,Normal,0
1-535418135,4,Completed+Closed,25:35.0,Org line A2,Michal,POLAND,Normal,0
1-620432583,4,Accepted+In Progress,53:52.0,Org line A2,Britt,Sweden,Normal,0
1-620432583,5,Completed+Closed,05:09.0,Org line A2,Britt,Sweden,Normal,0
1-618041243,4,Completed+Closed,18:51.0,Org line A2,Britt,Sweden,Normal,0
1-618116069,4,Completed+Closed,30:17.0,Org line A2,Britt,Sweden,Normal,0
1-625459293,4,Completed+Closed,33:55.0,Org line A2,Britt,Sweden,Normal,0
1-622618613,4,Completed+Closed,38:31.0,Org line A2,Britt,Sweden,Normal,0
1-636102195,2,Queued+Awaiting Assignment,17:23.0,Org line C,Robert,USA,Normal,0
1-647796802,3,Completed+Closed,31:32.0,Org line G4,David,Sweden,Normal,0
1-641083751,2,Accepted+In Progress,36:47.0,Org line G4,David,Sweden,Normal,0
1-641083751,3,Completed+Closed,37:57.0,Org line G4,David,Sweden,Normal,0
1-649887393,0,Accepted+In Progress,18:48.0,Org line G4,Per,Sweden,Normal,0
1-617049384,1,Completed+Closed,11:18.0,Org line C,Vesa,Sweden,Normal,0
1-644992956,2,Accepted+Wait,21:55.0,Org line C,Kåre,Sweden,Normal,0
1-650123293,0,Accepted+In Progress,22:40.0,Org line G4,Roland,Sweden,Normal,0
1-650123293,1,Accepted+Assigned,23:00.0,Org line G4,Roland,Sweden,Normal,0
1-650135511,0,Accepted+In Progress,25:31.0,Org line F,Marc,Belgium,Normal,0
1-650892393,0,Accepted+In Progress,43:58.0,Org line G4,Erik,Sweden,Normal,0
1-650123293,2,Accepted+In Progress,47:44.0,Org line G4,Roland,Sweden,Normal,0
1-622856843,1,Completed+Closed,29:10.0,Org line C,Michel,France,Normal,0
1-631117870,3,Queued+Awaiting Assignment,38:12.0,Org line C,Robert,USA,Normal,0
1-545911672,0,Accepted+In Progress,52:59.0,Org line G4,Mattias,Sweden,Early,1
1-545911672,2,Completed+Closed,58:41.0,Org line G4,Mattias,Sweden,Early,1
1-636931254,8,Accepted+In Progress,00:13.0,Org line C,Jitender,Sweden,Normal,0
1-636931254,9,Queued+Awaiting Assignment,05:59.0,Org line C,Prasad,Sweden,Normal,0
1-636931254,10,Accepted+In Progress,06:00.0,Org line C,Jitender,Sweden,Normal,0
1-636931254,11,Accepted+In Progress,07:11.0,Org line C,Jitender,Sweden,Normal,0
1-636931254,12,Completed+Closed,23:47.0,Org line C,Jitender,Sweden,Normal,0
1-652270498,0,Random activity 3,36:13.0,Random_8,Random_8,Random_8,Insert,1
1-650892393,1,Completed+Closed,28:41.0,Org line G4,Erik,Sweden,Normal,0
1-588543315,1,Completed+Closed,26:37.0,Org line A2,Vikrant,Sweden,Normal,0
1-634487640,1,Completed+Closed,31:46.0,Org line A2,Vikrant,Sweden,Normal,0
1-652270498,1,Accepted+In Progress,36:13.0,Org line A2,David,USA,Insert,1
1-623873811,0,Accepted+In Progress,21:33.0,Org line C,Kymaria,USA,Late,1
1-623873811,1,Accepted+Wait,23:52.0,Org line C,Kymaria,USA,Late,1
1-538467021,0,Accepted+In Progress,46:19.0,Org line B,Thiago,Brazil,Normal,0
1-538467021,1,Completed+Closed,48:24.0,Org line B,Thiago,Brazil,Normal,0
1-652874271,0,Accepted+In Progress,21:24.0,Org line G4,Håkan,Sweden,Normal,0
1-652925445,0,Accepted+In Progress,54:38.0,Org line G4,Rickard,Sweden,Normal,0
1-427955007,4,Completed+Closed,47:59.0,Org line G4,Roland,Sweden,Normal,0
1-590579544,1,Completed+Closed,18:45.0,Org line G4,Roland,Sweden,Normal,0
1-506092586,1,Completed+Closed,25:15.0,Org line G4,Per,Sweden,Normal,0
1-520127960,2,Completed+Closed,31:40.0,Org line G4,Per,Sweden,Normal,0
1-579636429,2,Completed+Closed,38:12.0,Org line G4,Roland,Sweden,Insert,1
1-385201933,5,Completed+Closed,39:55.0,Org line G4,Per,Sweden,Normal,0
1-404005175,2,Completed+Closed,06:11.0,Org line G4,Per,Sweden,Normal,0
1-404005175,4,Completed+Closed,06:11.0,Org line G4,Per,Sweden,Rework,1
1-641023492,1,Completed+Closed,51:59.0,Org line G4,Rickard,Sweden,Normal,0
1-653254236,0,Accepted+In Progress,50:33.0,Org line A2,Miroslaw,POLAND,Normal,0
1-653254236,1,Accepted+Wait,52:01.0,Org line A2,Miroslaw,POLAND,Normal,0
1-653314473,0,Queued+Awaiting Assignment,30:56.0,Org line C,Kymaria,USA,Normal,0
1-653989471,0,Queued+Awaiting Assignment,57:21.0,Org line C,-,INDIA,Normal,0
1-607840637,1,Completed+Closed,46:02.0,Org line G4,Rickard,Sweden,Normal,0
1-637893062,1,Accepted+Assigned,52:26.0,Org line G4,Samira,Sweden,Normal,0
1-354039443,1,Completed+Closed,29:51.0,Org line G3,Ewa,POLAND,Normal,0
1-357087417,1,Completed+Closed,30:21.0,Org line G3,Ewa,POLAND,Normal,0
1-380654568,1,Completed+Closed,31:24.0,Org line G3,Ewa,POLAND,Normal,0
1-523069229,0,Accepted+In Progress,54:45.0,Org line G3,Ewa,POLAND,Normal,0
1-523069229,1,Completed+Closed,54:47.0,Org line G3,Ewa,POLAND,Normal,0
1-373413519,0,Accepted+In Progress,59:22.0,Org line G3,Ewa,POLAND,Normal,0
1-373413519,1,Completed+Closed,00:09.0,Org line G3,Ewa,POLAND,Normal,0
1-417868043,0,Accepted+In Progress,05:37.0,Org line G3,Ewa,POLAND,Normal,0
1-417868043,1,Completed+Closed,06:01.0,Org line G3,Ewa,POLAND,Normal,0
1-517002080,0,Accepted+In Progress,06:42.0,Org line G3,Ewa,POLAND,Normal,0
1-517002080,1,Completed+Closed,07:11.0,Org line G3,Ewa,POLAND,Normal,0
1-372029512,2,Completed+Closed,18:55.0,Org line C,Tomas,Sweden,Normal,0
1-619699161,4,Accepted+Assigned,40:16.0,Org line G4,David,Sweden,Normal,0
1-429498598,1,Accepted+Assigned,41:27.0,Org line G4,Marco,Sweden,Early,1
1-574222268,1,Accepted+Assigned,41:47.0,Org line G4,David,Sweden,Normal,0
1-574222268,2,Accepted+Assigned,41:48.0,Org line G4,David,Sweden,Normal,0
1-596608752,2,Completed+Closed,42:26.0,Org line C,Tomas,Sweden,Normal,0
1-372978779,0,Accepted+In Progress,58:10.0,Org line G3,Ewa,POLAND,Normal,0
1-431797119,0,Accepted+In Progress,59:16.0,Org line C,Astrid,POLAND,Attribute,1
1-366923538,1,Completed+Closed,05:58.0,Org line G3,Ewa,POLAND,Normal,0
1-431797119,1,Completed+Closed,07:31.0,Org line G3,Ewa,POLAND,Attribute,1
1-619109941,3,Queued+Awaiting Assignment,13:13.0,Org line C,Martin,Sweden,Normal,0
1-619109941,4,Queued+Awaiting Assignment,13:51.0,Org line C,Martin,Sweden,Normal,0
1-619109941,5,Queued+Awaiting Assignment,17:46.0,Org line C,Martin,Sweden,Normal,0
1-619109941,6,Accepted+In Progress,31:28.0,Org line C,Pascal,Sweden,Normal,0
1-372978779,1,Completed+Closed,38:43.0,Org line G3,Ewa,POLAND,Normal,0
1-388644366,0,Accepted+In Progress,48:15.0,Org line G3,Ewa,POLAND,Normal,0
1-388644366,1,Completed+Closed,48:48.0,Org line G3,Ewa,POLAND,Normal,0
1-655536176,0,Accepted+In Progress,52:24.0,Org line C,Mats,Sweden,Normal,0
1-574222268,3,Accepted+Assigned,44:11.0,Org line G4,David,Sweden,Normal,0
1-574222268,4,Accepted+In Progress,46:13.0,Org line G4,David,Sweden,Normal,0
1-574222268,5,Completed+Closed,46:22.0,Org line G4,David,Sweden,Normal,0
1-517045062,0,Accepted+In Progress,50:24.0,Org line G3,Ewa,POLAND,Normal,0
1-517045062,1,Completed+Closed,52:53.0,Org line G3,Ewa,POLAND,Normal,0
1-656510751,0,Random activity 3,42:52.0,Random_9,Random_9,Random_9,Insert,1
1-397446945,0,Accepted+In Progress,01:21.0,Org line G3,Ewa,POLAND,Normal,0
1-397446945,1,Completed+Closed,02:46.0,Org line G3,Ewa,POLAND,Normal,0
1-510142147,0,Accepted+In Progress,45:06.0,Org line G4,David,Sweden,SkipSequence,1
1-510142147,1,Completed+Closed,45:09.0,Org line G4,David,Sweden,SkipSequence,1
1-403006315,0,Accepted+In Progress,54:38.0,Org line G3,Ewa,POLAND,Normal,0
1-403006315,1,Completed+Closed,59:04.0,Org line G3,Ewa,POLAND,Normal,0
1-595293983,4,Completed+Closed,56:19.0,Org line B,Rijin,INDIA,Normal,0
1-656510751,1,Accepted+In Progress,42:52.0,Org line G4,Per,Sweden,Insert,1
1-656868426,0,Accepted+In Progress,33:06.0,Org line G4,Marco,Sweden,Normal,0
1-656868426,1,Accepted+Assigned,34:10.0,Org line G1,Marco,Sweden,Attribute,1
1-656868426,2,Accepted+Wait,36:55.0,Org line V2,Inger,Sweden,Attribute,1
1-429498598,0,Accepted+Wait,57:23.0,Org line G4,Marco,Sweden,Early,1
1-429498598,2,Completed+Closed,47:23.0,Org line G4,Marco,Sweden,Early,1
1-657063150,0,Accepted+In Progress,40:32.0,Org line C,Peter,Belgium,Normal,0
1-641243011,2,Accepted+In Progress,00:33.0,Org line A2,Tomasz,POLAND,Normal,0
1-641243011,3,Accepted+Assigned,53:18.0,Org line A2,Ian,United Kingdom,Normal,0
1-657163590,0,Accepted+In Progress,50:00.0,Org line C,Amar,INDIA,Normal,0
1-657163590,1,Accepted+Assigned,51:44.0,Org line C,Amar,INDIA,Normal,0
1-374832944,1,Accepted+In Progress,57:19.0,Org line C,Anna,Sweden,Normal,0
1-374832944,2,Completed+Closed,58:08.0,Org line C,Anna,Sweden,Normal,0
1-378744625,0,Accepted+In Progress,59:45.0,Org line C,Anna,Sweden,Early,1
1-378744625,2,Completed+Closed,59:47.0,Org line C,Anna,Sweden,Early,1
1-415000020,4,Accepted+In Progress,00:34.0,Org line C,Anna,Sweden,Normal,0
1-415000020,5,Completed+Closed,00:54.0,Org line C,Anna,Sweden,Normal,0
1-507679771,1,Completed+Closed,12:52.0,Org line G4,Katarina,Sweden,Normal,0
1-657368644,0,Accepted+In Progress,15:24.0,Org line A2,Maria,Sweden,Normal,0
1-525589021,1,Completed+Closed,40:02.0,Org line G4,Katarina,Sweden,Normal,0
1-526037041,1,Completed+Closed,50:06.0,Org line G4,Katarina,Sweden,Normal,0
1-619699161,5,Accepted+In Progress,50:03.0,Org line G4,David,Sweden,Normal,0
1-619699161,6,Completed+Closed,51:19.0,Org line G4,David,Sweden,Normal,0
1-581740771,1,Completed+Closed,18:12.0,Org line C,Peter,Sweden,Normal,0
1-657768145,0,Accepted+In Progress,49:59.0,Org line G4,Marco,Sweden,Normal,0
1-657768145,1,Accepted+Assigned,09:49.0,Org line G4,Marco,Sweden,Normal,0
1-641243011,4,Accepted+In Progress,20:48.0,Org line A2,Tomasz,POLAND,Normal,0
1-641243011,5,Completed+Closed,22:16.0,Org line A2,Tomasz,POLAND,Normal,0
1-628105478,1,Accepted+Assigned,54:54.0,Org line G4,Ing-Marie,Sweden,Normal,0
1-583931536,1,Completed+Closed,25:02.0,Org line C,Richard,Sweden,Normal,0
1-473084325,3,Queued+Awaiting Assignment,48:22.0,Org line A2,Britt,Sweden,Normal,0
1-373110819,0,Random activity 4,48:56.0,Random_1,Random_1,Random_1,Insert,1
1-658092528,0,Accepted+In Progress,49:22.0,Org line C,Jay,USA,Normal,0
1-658092528,1,Completed+Closed,50:53.0,Org line C,Jay,USA,Normal,0
1-530147896,0,Accepted+In Progress,51:10.0,Org line G3,Ewa,POLAND,Normal,0
1-530147896,1,Completed+Closed,52:46.0,Org line G3,Ewa,POLAND,Normal,0
1-433309965,0,Accepted+In Progress,15:47.0,Org line G3,Ewa,POLAND,Normal,0
1-433309965,1,Completed+Closed,19:29.0,Org line G3,Ewa,POLAND,Normal,0
1-533851634,0,Accepted+In Progress,28:50.0,Org line G3,Ewa,POLAND,Normal,0
1-533851634,1,Completed+Closed,31:56.0,Org line G3,Ewa,POLAND,Normal,0
1-574271413,0,Accepted+In Progress,49:41.0,Org line G3,Ewa,POLAND,Normal,0
1-574271413,1,Completed+Closed,50:27.0,Org line G3,Ewa,POLAND,Normal,0
1-373110819,1,Accepted+In Progress,48:56.0,Org line G3,Ewa,POLAND,Insert,1
1-373110819,2,Completed+Closed,50:31.0,Org line G3,Ewa,POLAND,Insert,1
1-373268674,0,Accepted+In Progress,51:00.0,Org line G3,Ewa,POLAND,Normal,0
1-373268674,1,Completed+Closed,52:14.0,Org line G3,Ewa,POLAND,Normal,0
1-373413971,0,Accepted+In Progress,54:21.0,Org line G3,Ewa,POLAND,Normal,0
1-653989471,1,Accepted+In Progress,48:12.0,Org line C,Santosh,INDIA,SkipSequence,1
1-657368644,1,Completed+Closed,04:20.0,Org line A2,Maria,Sweden,Normal,0
1-647841758,2,Accepted+In Progress,24:29.0,Org line F,Marc,Belgium,Normal,0
1-647841758,3,Queued+Awaiting Assignment,27:38.0,Org line C,Peter,Belgium,Normal,0
1-373413971,1,Completed+Closed,48:35.0,Org line D,Ewa,POLAND,Attribute,1
1-380392616,0,Accepted+In Progress,20:39.0,Org line G3,Ewa,POLAND,Normal,0
1-380392616,1,Completed+Closed,19:57.0,Org line G3,Ewa,POLAND,Normal,0
1-380527184,0,Accepted+In Progress,20:08.0,Org line G3,Ewa,POLAND,Normal,0
1-382442048,0,Accepted+In Progress,27:58.0,Org line G3,Ewa,POLAND,Normal,0
1-382442048,1,Completed+Closed,30:03.0,Org line G3,Ewa,POLAND,Normal,0
1-380527184,1,Completed+Closed,31:43.0,Org line G3,Ewa,POLAND,Normal,0
1-384757914,0,Accepted+In Progress,31:58.0,Org line A2,Ewa,POLAND,Normal,0
1-384757914,1,Completed+Closed,37:38.0,Org line A2,Ewa,POLAND,Normal,0
1-385311756,0,Accepted+In Progress,38:18.0,Org line G3,Ewa,POLAND,Normal,0
1-385311756,1,Completed+Closed,40:10.0,Org line G3,Ewa,POLAND,Normal,0
1-408853759,0,Accepted+In Progress,50:38.0,Org line G3,Ewa,POLAND,Normal,0
1-408853759,1,Completed+Closed,53:53.0,Org line G3,Ewa,POLAND,Normal,0
1-418122119,0,Accepted+In Progress,31:11.0,Org line G3,Ewa,POLAND,Normal,0
1-418122119,1,Completed+Closed,32:21.0,Org line G3,Ewa,POLAND,Normal,0
1-419236954,0,Accepted+In Progress,32:39.0,Org line G3,Ewa,POLAND,Normal,0
1-419236954,1,Completed+Closed,36:16.0,Org line G3,Ewa,POLAND,Normal,0
1-422877530,0,Accepted+In Progress,13:58.0,Org line G3,Ewa,POLAND,Normal,0
1-422877530,1,Completed+Closed,20:09.0,Org line G3,Ewa,POLAND,Normal,0
1-577196856,0,Accepted+In Progress,20:48.0,Org line A2,Ewa,POLAND,Normal,0
1-577196856,1,Completed+Closed,23:42.0,Org line A2,Ewa,POLAND,Normal,0
1-424065923,0,Accepted+In Progress,27:30.0,Org line C,Ewa,POLAND,Attribute,1
1-424065923,1,Completed+Closed,41:46.0,Org line C,Ewa,POLAND,Attribute,1
1-656510751,2,Completed+Closed,36:35.0,Org line G4,Per,Sweden,Insert,1
1-656510751,3,Accepted+In Progress,37:39.0,Org line G4,Per,Sweden,Insert,1
1-656510751,4,Completed+Closed,37:58.0,Org line G4,Per,Sweden,Insert,1
1-639881579,1,Completed+Closed,15:37.0,Org line C,Peter,Sweden,Normal,0
1-659231191,0,Accepted+In Progress,49:01.0,Org line G4,Mattias,Sweden,Normal,0
1-473084325,4,Accepted+In Progress,26:00.0,Org line A2,Britt,Sweden,Normal,0
1-473084325,5,Accepted+Wait,32:58.0,Org line A2,Britt,Sweden,Normal,0
1-659376592,0,Accepted+In Progress,40:31.0,Org line G4,Roland,Sweden,Normal,0
1-422418092,4,Accepted+Assigned,47:29.0,Org line G4,David,Sweden,Rework,1
1-422418092,5,Accepted+Assigned,48:30.0,Org line G4,David,Sweden,Rework,1
1-659539868,0,Accepted+In Progress,22:56.0,Org line A2,Kristina,Sweden,Normal,0
1-659618631,0,Accepted+In Progress,35:43.0,Org line G4,Bharath,Sweden,Normal,0
1-545370610,0,Accepted+In Progress,02:25.0,Org line G3,Ewa,POLAND,Normal,0
1-545370610,1,Completed+Closed,03:44.0,Org line G3,Ewa,POLAND,Normal,0
1-532084405,0,Accepted+In Progress,16:22.0,Org line G3,Ewa,POLAND,Normal,0
1-532084405,1,Completed+Closed,17:44.0,Org line G3,Ewa,POLAND,Normal,0
1-511787661,0,Accepted+In Progress,18:11.0,Org line G3,Ewa,POLAND,Normal,0
1-511787661,1,Completed+Closed,19:44.0,Org line G3,Ewa,POLAND,Normal,0
1-564903210,0,Accepted+In Progress,22:50.0,Org line G3,Ewa,POLAND,Normal,0
1-564903210,1,Completed+Closed,24:49.0,Org line G3,Ewa,POLAND,Normal,0
1-572625937,0,Accepted+In Progress,29:03.0,Org line G3,Ewa,POLAND,Normal,0
1-572625937,1,Completed+Closed,30:22.0,Org line G3,Ewa,POLAND,Normal,0
1-522734472,0,Accepted+In Progress,35:55.0,Org line G3,Ewa,POLAND,Normal,0
1-522734472,1,Completed+Closed,37:18.0,Org line G3,Ewa,POLAND,Normal,0
1-541565290,0,Accepted+In Progress,10:04.0,Org line G3,Ewa,POLAND,Normal,0
1-541565290,2,Accepted+In Progress,10:04.0,Org line G3,Ewa,POLAND,Rework,1
1-541565290,3,Completed+Closed,11:17.0,Org line G3,Ewa,POLAND,Rework,1
1-541565290,1,Completed+Closed,11:17.0,Org line G3,Ewa,POLAND,Normal,0
1-659922661,0,Accepted+In Progress,29:35.0,Org line C,Tomas,Sweden,Normal,0
1-639942581,1,Accepted+Wait,40:16.0,Org line C,Fabrice,France,Normal,0
1-660393401,0,Accepted+In Progress,09:58.0,Org line C,Martin,Sweden,Normal,0
1-617356985,2,Accepted+In Progress,42:36.0,Org line C,Robert,USA,Normal,0
1-617356985,3,Accepted+Wait,04:57.0,Org line C,Robert,USA,Normal,0
1-657063150,1,Queued+Awaiting Assignment,39:43.0,Org line C,Peter,Belgium,Normal,0
1-659922661,1,Queued+Awaiting Assignment,44:29.0,Org line C,Tomas,Sweden,Normal,0
1-582296121,1,Completed+Closed,01:57.0,Org line C,Olle,Sweden,Normal,0
1-660949435,0,Random activity 4,07:29.0,Random_10,Random_10,Random_10,Insert,1
1-660786538,0,Accepted+In Progress,18:12.0,Org line C,Pascal,Sweden,Normal,0
1-660786538,1,Accepted+Wait,27:33.0,Org line C,Pascal,Sweden,Normal,0
1-620015297,2,Completed+Closed,12:13.0,Org line G4,Rickard,Sweden,Insert,1
1-624745314,1,Completed+Closed,15:41.0,Org line G4,Rickard,Sweden,Normal,0
1-660873096,0,Accepted+In Progress,43:39.0,Org line A2,Ann-Charlotte,Sweden,Normal,0
1-660903884,0,Queued+Awaiting Assignment,57:42.0,Org line C,Emil,Sweden,Normal,0
1-660949435,1,Accepted+In Progress,07:29.0,Org line G4,Roland,Sweden,Insert,1
1-613033122,1,Completed+Closed,42:42.0,Org line G4,Roland,Sweden,SkipSequence,1
1-617084616,2,Completed+Closed,55:10.0,Org line G4,Roland,Sweden,Early,1
1-515461174,2,Accepted+Wait,09:00.0,Org line G4,Roland,Sweden,Late,1
1-527208576,2,Completed+Closed,43:06.0,Org line G4,Roland,Sweden,Normal,0
1-661231558,2,Accepted+In Progress,52:23.0,Org line C,Hineesh,INDIA,Rework,1
1-661231558,0,Accepted+In Progress,52:23.0,Org line C,Hineesh,INDIA,Normal,0
1-636931254,13,Accepted+In Progress,00:51.0,Org line C,Jitender,Sweden,Normal,0
1-636931254,14,Accepted+Assigned,01:34.0,Org line C,Prasad,Sweden,Normal,0
1-636931254,15,Accepted+In Progress,01:40.0,Org line C,Jitender,Sweden,Normal,0
1-636931254,16,Completed+Closed,14:43.0,Org line C,Jitender,Sweden,Normal,0
1-661706786,0,Accepted+In Progress,25:45.0,Org line A2,Saki,Sweden,Normal,0
1-636931254,17,Accepted+In Progress,35:52.0,Org line C,Jitender,Sweden,Normal,0
1-636931254,18,Completed+Closed,37:52.0,Org line C,Jitender,Sweden,Normal,0
1-659376592,1,Completed+Closed,29:59.0,Org line G4,Roland,Sweden,Normal,0
1-663851111,0,Accepted+In Progress,36:08.0,Org line C,Leif,Sweden,Normal,0
1-664579051,0,Accepted+In Progress,52:07.0,Org line G4,Katarina,Sweden,Normal,0
1-669202942,0,Accepted+In Progress,01:32.0,Org line G4,Per,Sweden,Normal,0
1-669804759,0,Accepted+In Progress,03:37.0,Org line C,Peter,Sweden,Normal,0
1-670754761,0,Accepted+In Progress,03:27.0,Org line C,Robert,USA,Normal,0
1-670754761,1,Accepted+Wait,06:36.0,Org line C,Robert,USA,Normal,0
1-672506739,0,Accepted+In Progress,06:44.0,Org line C,Robert,USA,Normal,0
1-672506739,1,Accepted+Wait,10:57.0,Org line C,Robert,USA,Normal,0
1-672743704,0,Accepted+In Progress,58:36.0,Org line G3,Ewa,POLAND,Normal,0
1-672807011,0,Accepted+In Progress,15:25.0,Org line A2,Anson,China,Normal,0
1-617696569,4,Accepted+In Progress,15:07.0,Org line C,Freddy,INDIA,Normal,0
1-617696569,5,Completed+Closed,15:35.0,Org line C,Freddy,INDIA,Normal,0
1-672975080,0,Queued+Awaiting Assignment,48:36.0,Org line C,Leif,Sweden,Normal,0
1-672743704,1,Completed+Closed,14:30.0,Org line G3,Ewa,POLAND,Normal,0
1-673151866,0,Accepted+In Progress,46:27.0,Org line G4,Erik,Sweden,Normal,0
1-673143636,0,Accepted+In Progress,38:20.0,Org line G3,Ewa,POLAND,Normal,0
1-673224718,0,Accepted+In Progress,50:22.0,Org line C,Vesa,Sweden,Normal,0
1-673143636,1,Completed+Closed,53:55.0,Org line G3,Ewa,POLAND,Normal,0
1-673224718,1,Queued+Awaiting Assignment,55:42.0,Org line C,Vesa,Sweden,Normal,0
1-672975080,1,Accepted+In Progress,47:11.0,Org line C,Steve,Belgium,Normal,0
1-637089310,2,Accepted+In Progress,02:15.0,Org line A2,Ian,United Kingdom,Normal,0
1-673151866,1,Completed+Closed,19:06.0,Org line G4,Erik,Sweden,Normal,0
1-489198755,2,Completed+Closed,45:26.0,Org line G4,Katarina,Sweden,Normal,0
1-637089310,3,Random activity 3,06:03.4,Random_5,Random_5,Random_5,Insert,1
1-672975080,2,Completed+Closed,00:42.0,Org line C,Steve,Belgium,Normal,0
1-607934151,1,Completed+Closed,35:45.0,Org line V2,Alan,United Kingdom,Attribute,1
1-510399424,1,Completed+Closed,41:23.0,Org line A2,Timothy,United Kingdom,Normal,0
1-605279637,1,Completed+Closed,44:42.0,Org line A2,Timothy,United Kingdom,Normal,0
1-675150191,0,Accepted+In Progress,57:26.0,Org line A2,Krzysztof,POLAND,Normal,0
1-675150191,1,Accepted+Assigned,04:34.0,Org line A2,Krzysztof,POLAND,Normal,0
1-512617571,5,Completed+Closed,12:58.0,Org line A2,Andrew,United Kingdom,Normal,0
1-539805130,2,Completed+Closed,13:43.0,Org line A2,Andrew,United Kingdom,Normal,0
1-547617088,4,Completed+Closed,14:44.0,Org line A2,Andrew,United Kingdom,Late,1
1-616409083,1,Completed+Closed,26:06.0,Org line C,Jonas,Sweden,Normal,0
1-675664904,0,Accepted+In Progress,55:14.0,Org line G3,Ewa,POLAND,Normal,0
1-675664904,1,Completed+Closed,55:56.0,Org line G3,Ewa,POLAND,Normal,0
1-657768145,2,Completed+Closed,30:50.0,Org line G4,Marco,Sweden,Normal,0
1-639942581,2,Accepted+In Progress,16:52.0,Org line C,Fabrice,France,Normal,0
1-523392191,0,Accepted+In Progress,27:07.0,Org line G3,Ewa,POLAND,Normal,0
1-523392191,1,Completed+Closed,27:34.0,Org line G3,Ewa,POLAND,Normal,0
1-639942581,3,Completed+Closed,51:00.0,Org line C,Fabrice,France,Normal,0
1-616409083,2,Accepted+In Progress,54:41.0,Org line C,Jonas,Sweden,Normal,0
1-616409083,3,Completed+Closed,12:50.0,Org line C,Jonas,Sweden,Normal,0
1-584776062,2,Completed+Closed,20:49.0,Org line G4,Samira,Sweden,Normal,0
1-539083171,1,Accepted+Assigned,33:28.0,Org line G4,Katarina,Sweden,Normal,0
