case_id,event_position,name,timestamp,day,user,anomaly,isAnomaly
8310,5,Activity O,4/10/1970 5:00,Tuesday,Hugo,Normal,0
4690,5,Activity B,4/10/1970 5:00,Thursday,Sherlene,Normal,0
1750,0,Activity A,4/10/1970 5:00,Monday,Michaele,Normal,0
9985,5,Activity B,4/10/1970 5:00,Thursday,Sherlene,Normal,0
4732,4,Activity B,4/10/1970 5:00,Wednesday,Anna,Normal,0
4449,2,Activity O,4/10/1970 6:00,Tuesday,James,Early,1
2465,4,Activity O,4/10/1970 6:00,Wednesday,Earl,Normal,0
7704,4,Activity O,4/10/1970 6:00,Tuesday,James,Normal,0
4244,3,Activity AF,4/10/1970 6:00,Friday,Vickie,Normal,0
1824,4,Activity B,4/10/1970 6:00,Friday,Roseanne,Normal,0
7817,0,Activity A,4/10/1970 6:00,Monday,Michaele,Normal,0
2654,2,Activity AE,4/10/1970 6:00,Monday,Keven,Normal,0
3692,4,Activity B,4/10/1970 6:00,Tuesday,Roseanne,Early,1
8310,6,Activity B,4/10/1970 7:00,Thursday,Anna,Normal,0
2304,0,Activity A,4/10/1970 7:00,Wednesday,Gema,Normal,0
1750,1,Activity N,4/10/1970 7:00,Wednesday,Charles,Normal,0
1163,0,Activity A,4/10/1970 7:00,Wednesday,Gema,Normal,0
7704,5,Activity B,4/10/1970 8:00,Thursday,Alyce,Normal,0
2465,5,Activity B,4/10/1970 8:00,Monday,Hugo,Normal,0
2654,3,Activity AF,4/10/1970 8:00,Thursday,Vickie,Normal,0
7817,1,Activity N,4/10/1970 8:00,Thursday,Amanda,Normal,0
4244,4,Activity O,4/10/1970 8:00,Tuesday,Lannie,Normal,0
4449,3,Activity N,4/10/1970 8:00,Monday,Della,Early,1
904,0,Activity A,4/10/1970 9:00,Monday,Michaele,Normal,0
2714,0,Activity A,4/10/1970 9:00,Wednesday,Gema,Normal,0
1163,1,Activity C,4/10/1970 9:00,Tuesday,Junior,Normal,0
2304,1,Activity C,4/10/1970 9:00,Thursday,Ronald,Normal,0
1750,2,Activity P,4/10/1970 9:00,Friday,Junior,Normal,0
4387,0,Activity A,4/10/1970 10:00,Wednesday,Gema,Normal,0
1530,0,Activity A,4/10/1970 10:00,Monday,Michaele,Normal,0
9826,0,Activity AG,4/10/1970 10:00,Tuesday,Alpha,Late,1
4449,4,Activity AG,4/10/1970 10:00,Thursday,Alpha,Early,1
8867,0,Activity A,4/10/1970 10:00,Wednesday,Michaele,Normal,0
2654,4,Activity O,4/10/1970 10:00,Friday,Iluminada,Normal,0
7817,2,Activity AE,4/10/1970 10:00,Thursday,Issac,Normal,0
4244,5,Activity B,4/10/1970 10:00,Thursday,Sherlene,Normal,0
1144,0,Activity A,4/10/1970 11:00,Wednesday,Michaele,Normal,0
8929,0,Activity A,4/10/1970 11:00,Monday,Michaele,Normal,0
1750,3,Activity Q,4/10/1970 11:00,Monday,Carmella,Normal,0
1163,2,Activity K,4/10/1970 11:00,Tuesday,Emily,Normal,0
2714,1,Activity C,4/10/1970 11:00,Friday,Vickie,Normal,0
2304,2,Activity L,4/10/1970 11:00,Monday,Craig,Normal,0
904,1,Activity N,4/10/1970 11:00,Monday,Della,Normal,0
7411,0,Activity A,4/10/1970 12:00,Monday,Michaele,Normal,0
4449,5,Activity B,4/10/1970 12:00,Friday,Roseanne,Early,1
4387,1,Activity C,4/10/1970 12:00,Tuesday,Sandra,Normal,0
302,0,Activity AE,4/10/1970 12:00,Thursday,Issac,Late,1
7817,3,Activity AF,4/10/1970 12:00,Friday,Vickie,Normal,0
7010,0,Activity A,4/10/1970 12:00,Wednesday,Gema,Normal,0
9826,1,Activity A,4/10/1970 12:00,Monday,Michaele,Late,1
8867,1,Activity N,4/10/1970 12:00,Friday,Marilyn,Normal,0
1830,0,Activity A,4/10/1970 12:00,Wednesday,Michaele,Normal,0
1530,1,Activity Q,4/10/1970 12:00,Monday,Rossie,Late,1
2654,5,Activity B,4/10/1970 12:00,Monday,Hugo,Normal,0
1144,1,Activity N,4/10/1970 13:00,Monday,Elisha,Normal,0
1163,3,Activity D,4/10/1970 13:00,Tuesday,Hoyt,Normal,0
904,2,Activity AG,4/10/1970 13:00,Tuesday,Alpha,Normal,0
1750,4,Activity O,4/10/1970 13:00,Friday,Junior,Normal,0
2304,3,Activity D,4/10/1970 13:00,Thursday,Michaele,Normal,0
8929,1,Activity N,4/10/1970 13:00,Monday,Elisha,Normal,0
2714,2,Activity L,4/10/1970 13:00,Monday,Craig,Normal,0
7817,4,Activity O,4/10/1970 14:00,Friday,Junior,Normal,0
7010,1,Activity C,4/10/1970 14:00,Tuesday,Junior,Normal,0
1530,2,Activity N,4/10/1970 14:00,Wednesday,Charles,Late,1
9826,2,Activity N,4/10/1970 14:00,Monday,Della,Late,1
1830,1,Activity N,4/10/1970 14:00,Friday,Marilyn,Normal,0
7411,1,Activity N,4/10/1970 14:00,Monday,Della,Normal,0
844,0,Activity A,4/10/1970 14:00,Wednesday,Michaele,Normal,0
4387,2,Activity K,4/10/1970 14:00,Friday,Emily,Normal,0
302,1,Activity AF,4/10/1970 14:00,Friday,Vickie,Late,1
8867,2,Activity AE,4/10/1970 14:00,Monday,Keven,Normal,0
8425,0,Activity A,4/10/1970 15:00,Monday,Michaele,Normal,0
1750,5,Activity B,4/10/1970 15:00,Wednesday,Anna,Normal,0
1144,2,Activity Y,4/10/1970 15:00,Friday,Michaele,Normal,0
8929,2,Activity Y,4/10/1970 15:00,Friday,Grayce,Normal,0
1163,4,Activity B,4/10/1970 15:00,Tuesday,Roseanne,Normal,0
2304,4,Activity B,4/10/1970 15:00,Tuesday,Roseanne,Normal,0
904,3,Activity AH,4/10/1970 15:00,Friday,Donald,Normal,0
5852,0,Activity A,4/10/1970 15:00,Monday,Michaele,Normal,0
2714,3,Activity D,4/10/1970 15:00,Friday,Frances,Normal,0
7010,2,Activity K,4/10/1970 16:00,Tuesday,Emily,Normal,0
4387,3,Activity D,4/10/1970 16:00,Friday,Frances,Normal,0
9826,3,Activity AH,4/10/1970 16:00,Thursday,Donald,Late,1
1530,3,Activity P,4/10/1970 16:00,Friday,Junior,Late,1
7817,5,Activity B,4/10/1970 16:00,Tuesday,Roseanne,Normal,0
302,2,Activity O,4/10/1970 16:00,Tuesday,Lannie,Late,1
8867,3,Activity AF,4/10/1970 16:00,Wednesday,Vickie,Normal,0
844,1,Activity AF,4/10/1970 16:00,Wednesday,Vickie,Late,1
1830,2,Activity AE,4/10/1970 16:00,Monday,Keven,Normal,0
7411,2,Activity AG,4/10/1970 16:00,Monday,Alpha,Normal,0
904,4,Activity O,4/10/1970 17:00,Wednesday,Earl,Normal,0
2714,4,Activity B,4/10/1970 17:00,Wednesday,Roy,Normal,0
5852,1,Activity N,4/10/1970 17:00,Monday,Marilyn,Normal,0
8929,3,Activity AC,4/10/1970 17:00,Friday,Issac,Normal,0
6488,0,Activity A,4/10/1970 17:00,Monday,Michaele,Normal,0
1144,3,Activity AA,4/10/1970 17:00,Thursday,Craig,Normal,0
8425,1,Activity N,4/10/1970 17:00,Monday,Shandi,Normal,0
1830,3,Activity AF,4/10/1970 18:00,Monday,Vickie,Normal,0
7411,3,Activity AH,4/10/1970 18:00,Friday,Donald,Normal,0
8652,0,Activity A,4/10/1970 18:00,Wednesday,Michaele,Normal,0
302,3,Activity A,4/10/1970 18:00,Monday,Michaele,Late,1
7010,3,Activity D,4/10/1970 18:00,Tuesday,Frances,Normal,0
8867,4,Random activity 14,4/10/1970 18:00,Random day 1,Random user 2,Insert,1
7313,0,Activity A,4/10/1970 18:00,Monday,Michaele,Normal,0
1530,4,Activity O,4/10/1970 18:00,Thursday,Craig,Late,1
9826,4,Activity O,4/10/1970 18:00,Tuesday,James,Late,1
4284,0,Activity A,4/10/1970 18:00,Monday,Michaele,Normal,0
4387,4,Activity B,4/10/1970 18:00,Thursday,Keven,Normal,0
844,2,Activity O,4/10/1970 18:00,Thursday,Craig,Late,1
8425,2,Activity Y,4/10/1970 19:00,Friday,Carmella,Normal,0
9247,0,Activity A,4/10/1970 19:00,Wednesday,Michaele,Normal,0
6488,1,Activity N,4/10/1970 19:00,Wednesday,Charles,Normal,0
904,5,Activity B,4/10/1970 19:00,Friday,Roseanne,Normal,0
5958,0,Activity A,4/10/1970 19:00,Monday,Michaele,Normal,0
5852,2,Activity AE,4/10/1970 19:00,Monday,Keven,Normal,0
8929,4,Activity Z,4/10/1970 19:00,Thursday,Elisha,Normal,0
1144,4,Activity Z,4/10/1970 19:00,Thursday,Elisha,Normal,0
7411,4,Activity O,4/10/1970 20:00,Tuesday,James,Normal,0
8867,5,Activity O,4/10/1970 20:00,Friday,Junior,Insert,1
1830,4,Activity O,4/10/1970 20:00,Wednesday,Iluminada,Normal,0
844,3,Activity N,4/10/1970 20:00,Thursday,Amanda,Late,1
302,4,Activity N,4/10/1970 20:00,Friday,Rossie,Late,1
6953,0,Activity A,4/10/1970 20:00,Monday,Michaele,Normal,0
1530,5,Activity B,4/10/1970 20:00,Monday,Sherlene,Late,1
4284,1,Activity N,4/10/1970 20:00,Monday,Shandi,Normal,0
7313,1,Activity N,4/10/1970 20:00,Monday,Elisha,Normal,0
7010,4,Activity B,4/10/1970 20:00,Tuesday,Roseanne,Normal,0
5435,0,Activity A,4/10/1970 20:00,Wednesday,Gema,Normal,0
9826,5,Activity B,4/10/1970 20:00,Monday,Hugo,Late,1
8652,1,Activity N,4/10/1970 20:00,Friday,Rossie,Normal,0
8425,3,Activity AD,4/10/1970 21:00,Tuesday,Shandi,Normal,0
8929,5,Activity O,4/10/1970 21:00,Thursday,Craig,Normal,0
1144,5,Activity O,4/10/1970 21:00,Wednesday,Iluminada,Normal,0
5852,3,Activity AF,4/10/1970 21:00,Friday,Vickie,Normal,0
6488,2,Activity P,4/10/1970 21:00,Friday,Junior,Normal,0
9247,1,Activity N,4/10/1970 21:00,Monday,Shandi,Normal,0
5958,1,Activity N,4/10/1970 21:00,Wednesday,Sigrid,Normal,0
844,4,Activity AE,4/10/1970 22:00,Thursday,Issac,Late,1
8867,6,Activity B,4/10/1970 22:00,Tuesday,Roseanne,Insert,1
5435,1,Activity C,4/10/1970 22:00,Friday,Vickie,Normal,0
8652,2,Activity AE,4/10/1970 22:00,Monday,Keven,Normal,0
302,5,Activity B,4/10/1970 22:00,Monday,Sherlene,Late,1
6953,1,Activity N,4/10/1970 22:00,Thursday,Rossie,Normal,0
4284,2,Activity Y,4/10/1970 22:00,Thursday,Michaele,Normal,0
7313,2,Activity Y,4/10/1970 22:00,Friday,Micheline,Normal,0
7411,5,Activity B,4/10/1970 22:00,Thursday,Alyce,Normal,0
1830,5,Activity B,4/10/1970 22:00,Thursday,Sherlene,Normal,0
6488,3,Activity Q,4/10/1970 23:00,Friday,Roseanne,Normal,0
9247,2,Activity Y,4/10/1970 23:00,Friday,Alpha,Normal,0
8929,6,Activity B,4/10/1970 23:00,Thursday,Sherlene,Normal,0
8425,4,Activity Z,4/10/1970 23:00,Thursday,Velda,Normal,0
5958,2,Activity AG,4/10/1970 23:00,Friday,Jack,Normal,0
1144,6,Activity B,4/10/1970 23:00,Thursday,Sherlene,Normal,0
5852,4,Activity O,4/10/1970 23:00,Friday,Junior,Normal,0
8652,3,Activity AF,4/11/1970 0:00,Monday,Vickie,Normal,0
6953,2,Random activity 30,4/11/1970 0:00,Random day 3,Random user 36,Insert,1
7313,3,Activity AB,4/11/1970 0:00,Tuesday,Issac,Normal,0
844,5,Activity B,4/11/1970 0:00,Thursday,Sherlene,Late,1
5435,2,Activity L,4/11/1970 0:00,Thursday,Tiffiny,Normal,0
7201,0,Activity A,4/11/1970 0:00,Monday,Michaele,Normal,0
4284,3,Activity AA,4/11/1970 0:00,Thursday,Craig,Normal,0
6488,4,Activity O,4/11/1970 1:00,Friday,Junior,Normal,0
4739,0,Activity A,4/11/1970 1:00,Wednesday,Michaele,Normal,0
8425,5,Activity O,4/11/1970 1:00,Thursday,Junior,Normal,0
9247,3,Activity AA,4/11/1970 1:00,Monday,Craig,Normal,0
5958,3,Activity AH,4/11/1970 1:00,Friday,Donald,Normal,0
5852,5,Activity B,4/11/1970 1:00,Tuesday,Roseanne,Normal,0
7201,1,Activity N,4/11/1970 2:00,Wednesday,Charles,Normal,0
6953,3,Activity AE,4/11/1970 2:00,Monday,Keven,Insert,1
7313,4,Activity Z,4/11/1970 2:00,Friday,Charles,Normal,0
4284,4,Activity Z,4/11/1970 2:00,Thursday,Elisha,Normal,0
9301,0,Activity A,4/11/1970 2:00,Wednesday,Gema,Normal,0
8652,4,Activity O,4/11/1970 2:00,Wednesday,Iluminada,Normal,0
5435,3,Activity D,4/11/1970 2:00,Thursday,Michaele,Normal,0
4739,1,Activity N,4/11/1970 3:00,Monday,Elisha,Normal,0
9247,4,Activity Z,4/11/1970 3:00,Tuesday,Jack,Normal,0
5958,4,Activity O,4/11/1970 3:00,Tuesday,James,Normal,0
7331,0,Activity AG,4/11/1970 3:00,Tuesday,Jamika,SkipSequence,1
7681,0,Activity A,4/11/1970 3:00,Monday,Michaele,Normal,0
8425,6,Activity B,4/11/1970 3:00,Friday,Charles,Normal,0
6488,5,Activity B,4/11/1970 3:00,Wednesday,Anna,Normal,0
7313,5,Activity O,4/11/1970 4:00,Thursday,Sherell,Normal,0
5435,4,Activity B,4/11/1970 4:00,Thursday,Anna,Normal,0
8652,5,Activity B,4/11/1970 4:00,Thursday,Sherlene,Normal,0
4284,5,Activity O,4/11/1970 4:00,Thursday,Iluminada,Normal,0
7201,2,Activity P,4/11/1970 4:00,Friday,Junior,Normal,0
9301,1,Activity C,4/11/1970 4:00,Tuesday,Sandra,Normal,0
8366,0,Activity A,4/11/1970 4:00,Wednesday,Gema,Normal,0
6953,4,Activity AF,4/11/1970 4:00,Monday,Vickie,Insert,1
9247,5,Activity B,4/11/1970 5:00,Tuesday,Roseanne,SkipSequence,1
7681,1,Activity N,4/11/1970 5:00,Monday,Della,Normal,0
4739,2,Activity Y,4/11/1970 5:00,Thursday,Alpha,Normal,0
2838,0,Activity A,4/11/1970 5:00,Monday,Michaele,Normal,0
7331,1,Activity AH,4/11/1970 5:00,Thursday,Donald,SkipSequence,1
5958,5,Activity B,4/11/1970 5:00,Monday,Hugo,Normal,0
4284,6,Activity B,4/11/1970 6:00,Monday,Hugo,Normal,0
8366,1,Activity L,4/11/1970 6:00,Monday,Craig,Early,1
7201,3,Activity Q,4/11/1970 6:00,Tuesday,Clayton,Normal,0
2592,0,Activity A,4/11/1970 6:00,Monday,Michaele,Normal,0
5056,0,Activity A,4/11/1970 6:00,Wednesday,Michaele,Normal,0
9301,2,Activity K,4/11/1970 6:00,Tuesday,Emily,Normal,0
6953,5,Random activity 22,4/11/1970 6:00,Random day 1,Random user 38,Insert,1
7313,6,Activity B,4/11/1970 6:00,Friday,Roseanne,Normal,0
4739,3,Activity AA,4/11/1970 7:00,Thursday,Craig,Normal,0
7681,2,Activity AG,4/11/1970 7:00,Friday,Alpha,Normal,0
2838,1,Activity N,4/11/1970 7:00,Monday,Elisha,Normal,0
7331,2,Activity O,4/11/1970 7:00,Wednesday,Earl,SkipSequence,1
3732,0,Activity A,4/11/1970 7:00,Monday,Michaele,Normal,0
6953,6,Activity O,4/11/1970 8:00,Friday,Anna,Insert,1
8366,2,Activity D,4/11/1970 8:00,Thursday,Michaele,Early,1
9301,3,Activity D,4/11/1970 8:00,Tuesday,Hoyt,Normal,0
7201,4,Activity O,4/11/1970 8:00,Thursday,Craig,Normal,0
5056,1,Activity N,4/11/1970 8:00,Thursday,Shandi,Normal,0
2592,1,Activity N,4/11/1970 8:00,Thursday,Marilyn,Normal,0
3732,1,Activity N,4/11/1970 9:00,Tuesday,Marilyn,Normal,0
8813,0,Activity A,4/11/1970 9:00,Monday,Michaele,Normal,0
1299,0,Activity A,4/11/1970 9:00,Wednesday,Gema,Normal,0
2838,2,Activity Y,4/11/1970 9:00,Friday,Pam,Normal,0
7331,3,Activity B,4/11/1970 9:00,Monday,Hugo,SkipSequence,1
4739,4,Activity Z,4/11/1970 9:00,Thursday,Elisha,Normal,0
7681,3,Activity AH,4/11/1970 9:00,Monday,Donald,Normal,0
6953,7,Activity B,4/11/1970 10:00,Thursday,Alyce,Insert,1
2592,2,Activity AE,4/11/1970 10:00,Thursday,Issac,Normal,0
5316,0,Activity A,4/11/1970 10:00,Monday,Michaele,Normal,0
5195,0,Activity A,4/11/1970 10:00,Wednesday,Gema,Normal,0
8366,3,Activity C,4/11/1970 10:00,Thursday,Vickie,Early,1
9301,4,Activity B,4/11/1970 10:00,Wednesday,Anna,Normal,0
7201,5,Activity B,4/11/1970 10:00,Thursday,Sherlene,Normal,0
5056,2,Activity AE,4/11/1970 10:00,Monday,Issac,Normal,0
1299,1,Activity C,4/11/1970 11:00,Thursday,Vickie,Normal,0
3732,2,Activity AE,4/11/1970 11:00,Monday,Keven,Normal,0
4739,5,Activity O,4/11/1970 11:00,Thursday,Craig,Normal,0
7681,4,Activity O,4/11/1970 11:00,Tuesday,James,Normal,0
2838,3,Activity AA,4/11/1970 11:00,Monday,Craig,Normal,0
8813,1,Activity N,4/11/1970 11:00,Monday,Della,Normal,0
8366,4,Activity B,4/11/1970 12:00,Tuesday,Roseanne,Early,1
2550,0,Activity A,4/11/1970 12:00,Monday,Michaele,Normal,0
3269,0,Activity A,4/11/1970 12:00,Monday,Michaele,Normal,0
1786,0,Activity A,4/11/1970 12:00,Monday,Michaele,Normal,0
5316,1,Activity N,4/11/1970 12:00,Thursday,Rossie,Normal,0
2592,3,Activity AF,4/11/1970 12:00,Wednesday,Vickie,Normal,0
5296,0,Activity A,4/11/1970 12:00,Monday,Michaele,Normal,0
5056,3,Activity AF,4/11/1970 12:00,Friday,Vickie,Normal,0
5195,1,Activity C,4/11/1970 12:00,Friday,Sandra,Normal,0
3732,3,Activity AF,4/11/1970 13:00,Friday,Vickie,Normal,0
1299,2,Activity L,4/11/1970 13:00,Monday,Craig,Normal,0
7681,5,Activity B,4/11/1970 13:00,Friday,Roseanne,Normal,0
4739,6,Activity B,4/11/1970 13:00,Friday,Sherlene,Normal,0
120,0,Activity A,4/11/1970 13:00,Monday,Michaele,Normal,0
552,0,Activity A,4/11/1970 13:00,Wednesday,Gema,Normal,0
2838,4,Activity Z,4/11/1970 13:00,Thursday,Carmella,Normal,0
8813,2,Activity AG,4/11/1970 13:00,Monday,Alpha,Normal,0
5316,2,Activity AE,4/11/1970 14:00,Monday,Keven,Normal,0
5056,4,Activity O,4/11/1970 14:00,Tuesday,Hannah,Normal,0
2592,4,Activity O,4/11/1970 14:00,Tuesday,Lannie,Normal,0
5296,1,Activity N,4/11/1970 14:00,Thursday,Amanda,Normal,0
1786,1,Activity N,4/11/1970 14:00,Monday,Shandi,Normal,0
4821,0,Activity A,4/11/1970 14:00,Monday,Michaele,Normal,0
2550,1,Activity N,4/11/1970 14:00,Tuesday,Amanda,Normal,0
5195,2,Activity K,4/11/1970 14:00,Tuesday,Emily,Normal,0
3269,1,Activity N,4/11/1970 14:00,Wednesday,Charles,Normal,0
120,1,Activity N,4/11/1970 15:00,Thursday,Shandi,Normal,0
3732,4,Activity O,4/11/1970 15:00,Tuesday,Lannie,Normal,0
6043,0,Activity A,4/11/1970 15:00,Wednesday,Gema,Normal,0
1299,3,Activity D,4/11/1970 15:00,Tuesday,Hoyt,Normal,0
8813,3,Activity AH,4/11/1970 15:00,Monday,Donald,Normal,0
552,1,Activity C,4/11/1970 15:00,Monday,Vickie,Normal,0
2838,5,Activity O,4/11/1970 15:00,Friday,Junior,Normal,0
5195,3,Activity D,4/11/1970 16:00,Thursday,Michaele,Normal,0
5296,2,Activity AE,4/11/1970 16:00,Monday,Keven,Normal,0
5056,5,Activity B,4/11/1970 16:00,Tuesday,Roseanne,Normal,0
6185,0,Activity A,4/11/1970 16:00,Wednesday,Gema,Normal,0
1786,2,Activity Y,4/11/1970 16:00,Friday,Micheline,Normal,0
2550,2,Activity AE,4/11/1970 16:00,Monday,Keven,Normal,0
4821,1,Activity N,4/11/1970 16:00,Monday,Rossie,Normal,0
5316,3,Activity AF,4/11/1970 16:00,Friday,Vickie,Normal,0
1089,0,Activity A,4/11/1970 16:00,Wednesday,Michaele,Normal,0
3269,2,Activity P,4/11/1970 16:00,Friday,Junior,Normal,0
2592,5,Activity B,4/11/1970 16:00,Monday,Sherlene,Normal,0
1299,4,Activity B,4/11/1970 17:00,Thursday,Anna,Normal,0
120,2,Activity AE,4/11/1970 17:00,Monday,Keven,Normal,0
2838,6,Activity B,4/11/1970 17:00,Tuesday,Roseanne,Normal,0
3732,5,Activity B,4/11/1970 17:00,Thursday,Sherlene,Normal,0
552,2,Activity L,4/11/1970 17:00,Tuesday,Tiffiny,Normal,0
6043,1,Activity C,4/11/1970 17:00,Thursday,Ronald,Normal,0
8813,4,Activity O,4/11/1970 17:00,Tuesday,James,Normal,0
1786,3,Activity AB,4/11/1970 18:00,Tuesday,Issac,Normal,0
1089,1,Activity N,4/11/1970 18:00,Thursday,Marilyn,Normal,0
6185,1,Activity C,4/11/1970 18:00,Monday,Vickie,Normal,0
5195,4,Activity B,4/11/1970 18:00,Thursday,Anna,Normal,0
3269,3,Activity Q,4/11/1970 18:00,Friday,Carmella,Normal,0
4821,2,Activity AE,4/11/1970 18:00,Monday,Keven,Normal,0
5296,3,Activity AF,4/11/1970 18:00,Friday,Vickie,Normal,0
5316,4,Activity O,4/11/1970 18:00,Thursday,Anna,Normal,0
3248,0,Activity A,4/11/1970 18:00,Wednesday,Gema,Normal,0
3364,0,Activity A,4/11/1970 18:00,Monday,Michaele,Normal,0
2550,3,Activity AF,4/11/1970 18:00,Wednesday,Vickie,Normal,0
120,3,Activity AF,4/11/1970 19:00,Wednesday,Vickie,Normal,0
6043,2,Activity L,4/11/1970 19:00,Thursday,Tiffiny,Normal,0
552,3,Activity D,4/11/1970 19:00,Friday,Frances,Normal,0
8813,5,Activity B,4/11/1970 19:00,Thursday,Alyce,Normal,0
3248,1,Activity C,4/11/1970 20:00,Tuesday,Junior,Normal,0
3269,4,Activity O,4/11/1970 20:00,Tuesday,Lannie,Normal,0
1089,2,Activity AF,4/11/1970 20:00,Friday,Vickie,SkipSequence,1
3364,1,Activity N,4/11/1970 20:00,Monday,Della,Normal,0
4821,3,Activity AF,4/11/1970 20:00,Friday,Vickie,Normal,0
1786,4,Activity Z,4/11/1970 20:00,Friday,Charles,Normal,0
5316,5,Activity B,4/11/1970 20:00,Thursday,Alyce,Normal,0
5296,4,Activity O,4/11/1970 20:00,Thursday,Craig,Normal,0
2550,4,Activity O,4/11/1970 20:00,Wednesday,Iluminada,Normal,0
6185,2,Activity L,4/11/1970 20:00,Thursday,Tiffiny,Normal,0
3292,0,Activity A,4/11/1970 21:00,Monday,Michaele,Normal,0
6043,3,Activity D,4/11/1970 21:00,Thursday,Michaele,Normal,0
552,4,Activity B,4/11/1970 21:00,Friday,Charles,Normal,0
5152,0,Activity A,4/11/1970 21:00,Wednesday,Michaele,Normal,0
5839,0,Activity A,4/11/1970 21:00,Wednesday,Michaele,Normal,0
391,0,Activity A,4/11/1970 21:00,Monday,Michaele,Normal,0
120,4,Activity O,4/11/1970 21:00,Friday,Junior,Normal,0
5296,5,Activity B,4/11/1970 22:00,Thursday,Sherlene,Normal,0
1786,5,Activity O,4/11/1970 22:00,Thursday,Sherell,Normal,0
2550,5,Activity B,4/11/1970 22:00,Thursday,Sherlene,Normal,0
3364,2,Activity AG,4/11/1970 22:00,Monday,Alpha,Normal,0
3269,5,Activity B,4/11/1970 22:00,Thursday,Sherlene,Normal,0
5711,0,Activity A,4/11/1970 22:00,Monday,Michaele,Normal,0
6185,3,Activity D,4/11/1970 22:00,Friday,Frances,Normal,0
3248,2,Activity K,4/11/1970 22:00,Friday,Emily,Normal,0
4821,4,Activity O,4/11/1970 22:00,Friday,Junior,Normal,0
1089,3,Activity O,4/11/1970 22:00,Friday,Junior,SkipSequence,1
5839,1,Activity N,4/11/1970 23:00,Monday,Shandi,Normal,0
5152,1,Activity N,4/11/1970 23:00,Friday,Michaele,Normal,0
3292,1,Activity N,4/11/1970 23:00,Wednesday,Sigrid,Normal,0
552,5,Activity L,4/11/1970 23:00,Tuesday,Tiffiny,Rework,1
391,1,Activity N,4/11/1970 23:00,Wednesday,Charles,Normal,0
6043,4,Activity B,4/11/1970 23:00,Tuesday,Roseanne,Normal,0
120,5,Activity B,4/11/1970 23:00,Tuesday,Roseanne,Normal,0
5711,1,Activity N,4/12/1970 0:00,Monday,Lucy,Normal,0
6185,4,Activity B,4/12/1970 0:00,Wednesday,Keven,Normal,0
4821,5,Activity B,4/12/1970 0:00,Tuesday,Roseanne,Normal,0
3364,3,Activity AH,4/12/1970 0:00,Monday,Donald,Normal,0
1089,4,Activity B,4/12/1970 0:00,Tuesday,Roseanne,SkipSequence,1
3248,3,Activity D,4/12/1970 0:00,Monday,Sherlene,Normal,0
7596,0,Activity A,4/12/1970 0:00,Wednesday,Michaele,Normal,0
1786,6,Activity B,4/12/1970 0:00,Friday,Roseanne,Normal,0
8570,0,Activity A,4/12/1970 1:00,Monday,Michaele,Normal,0
552,6,Activity D,4/12/1970 1:00,Friday,Frances,Rework,1
3022,0,Activity A,4/12/1970 1:00,Wednesday,Gema,Normal,0
5839,2,Activity Y,4/12/1970 1:00,Monday,Carmella,Normal,0
5885,0,Activity A,4/12/1970 1:00,Monday,Michaele,Normal,0
3292,2,Activity AG,4/12/1970 1:00,Tuesday,Alpha,Normal,0
5152,2,Activity R,4/12/1970 1:00,Thursday,Alyce,Normal,0
391,2,Activity P,4/12/1970 1:00,Friday,Junior,Normal,0
5711,2,Activity AE,4/12/1970 2:00,Monday,Issac,Normal,0
7596,1,Activity N,4/12/1970 2:00,Monday,Elisha,Normal,0
7683,0,Activity A,4/12/1970 2:00,Monday,Michaele,Normal,0
3364,4,Activity O,4/12/1970 2:00,Tuesday,Craig,Normal,0
3248,4,Activity B,4/12/1970 2:00,Wednesday,Keven,Normal,0
391,3,Activity Q,4/12/1970 3:00,Friday,Clayton,Normal,0
8570,1,Activity N,4/12/1970 3:00,Thursday,Shandi,Normal,0
5152,3,Activity V,4/12/1970 3:00,Tuesday,Anna,Normal,0
5885,1,Activity N,4/12/1970 3:00,Friday,Michaele,Normal,0
3022,1,Activity C,4/12/1970 3:00,Friday,Della,Normal,0
3292,3,Activity AH,4/12/1970 3:00,Monday,Donald,Normal,0
5839,3,Activity AD,4/12/1970 3:00,Tuesday,Shandi,Normal,0
552,7,Activity B,4/12/1970 3:00,Friday,Charles,Rework,1
6127,0,Activity A,4/12/1970 3:00,Monday,Michaele,Normal,0
7596,2,Activity Y,4/12/1970 4:00,Monday,Carmella,Normal,0
5711,3,Activity AF,4/12/1970 4:00,Friday,Vickie,Normal,0
3364,5,Activity B,4/12/1970 4:00,Friday,Roseanne,Normal,0
2287,0,Activity AE,4/12/1970 4:00,Monday,Keven,SkipSequence,1
7683,1,Activity N,4/12/1970 4:00,Thursday,Doretta,Normal,0
289,0,Activity A,4/12/1970 4:00,Monday,Michaele,Normal,0
5152,4,Activity S,4/12/1970 5:00,Wednesday,Wilton,Normal,0
6127,1,Activity N,4/12/1970 5:00,Thursday,Doretta,Normal,0
5885,2,Activity R,4/12/1970 5:00,Thursday,Alyce,Normal,0
3292,4,Activity O,4/12/1970 5:00,Tuesday,Craig,Normal,0
1643,0,Activity A,4/12/1970 5:00,Monday,Michaele,Normal,0
391,4,Activity O,4/12/1970 5:00,Thursday,Craig,Normal,0
3022,2,Activity K,4/12/1970 5:00,Tuesday,Emily,Normal,0
5839,4,Activity Z,4/12/1970 5:00,Thursday,Velda,Normal,0
8570,2,Activity AE,4/12/1970 5:00,Monday,Keven,Normal,0
