case_id,event_position,name,timestamp,org:resource,anomaly,isAnomaly
174695,27,W_Nabellen offertes+COMPLETE,00:50.9,,Rework,1
176392,16,O_SENT_BACK+COMPLETE,00:59.6,10629,Normal,0
176392,17,W_Valideren aanvraag+SCHEDULE,00:59.7,10629,Normal,0
176392,18,W_Nabellen offertes+COMPLETE,01:01.6,10629,Normal,0
176176,18,W_Nabellen offertes+START,01:03.7,,Normal,0
174914,14,W_Nabellen offertes+START,01:10.5,,Late,1
176395,0,A_SUBMITTED+COMPLETE,01:22.9,112,Normal,0
176395,1,A_PARTLYSUBMITTED+COMPLETE,01:23.0,112,Normal,0
176392,19,W_Valideren aanvraag+START,01:32.8,10629,Normal,0
176395,2,W_Afhandelen leads+SCHEDULE,01:44.6,112,Normal,0
176389,7,O_SELECTED+COMPLETE,01:52.1,11189,Normal,0
176389,6,A_FINALIZED+COMPLETE,01:52.1,11189,Normal,0
176389,8,O_CREATED+COMPLETE,01:53.0,11189,Normal,0
176389,9,O_SENT+COMPLETE,01:53.0,11189,Normal,0
176389,10,W_Nabellen offertes+SCHEDULE,01:53.1,11189,Normal,0
176389,11,W_Completeren aanvraag+COMPLETE,01:54.4,11189,Normal,0
176176,19,W_Nabellen offertes+COMPLETE,01:55.0,,Normal,0
174914,15,W_Nabellen offertes+COMPLETE,02:45.8,,Late,1
176371,7,W_Completeren aanvraag+START,02:57.1,11189,Normal,0
176122,14,W_Completeren aanvraag+START,03:02.6,,Normal,0
174620,12,W_Nabellen offertes+START,03:07.4,,Normal,0
176122,15,W_Completeren aanvraag+COMPLETE,04:59.2,,Normal,0
176371,8,W_Completeren aanvraag+COMPLETE,05:47.2,11189,Normal,0
174620,13,W_Nabellen offertes+COMPLETE,05:55.7,,Normal,0
176308,11,W_Completeren aanvraag+START,05:59.2,11189,Normal,0
174448,25,W_Nabellen incomplete dossiers+START,06:28.5,,Normal,0
174818,18,W_Nabellen offertes+START,06:52.4,,Normal,0
174818,19,W_Nabellen offertes+COMPLETE,07:02.2,,Normal,0
174863,25,W_Nabellen offertes+START,07:08.2,,Normal,0
176392,20,A_APPROVED+COMPLETE,08:51.8,10629,Normal,0
176392,21,O_ACCEPTED+COMPLETE,08:51.8,10629,Normal,0
176392,23,A_REGISTERED+COMPLETE,08:51.8,10629,Normal,0
176392,22,A_ACTIVATED+COMPLETE,08:51.8,10629,Normal,0
176392,24,W_Valideren aanvraag+COMPLETE,08:59.2,10629,Normal,0
176374,5,A_ACCEPTED+COMPLETE,10:19.5,11169,Normal,0
176308,12,W_Completeren aanvraag+COMPLETE,10:38.9,11189,Normal,0
176320,17,W_Completeren aanvraag+START,10:51.6,11189,Rework,1
176320,11,W_Completeren aanvraag+START,10:51.6,11189,Normal,0
174863,26,W_Nabellen offertes+COMPLETE,12:28.5,,Normal,0
174159,33,W_Nabellen offertes+START,12:48.0,,Normal,0
176320,12,W_Completeren aanvraag+COMPLETE,14:31.2,11189,Normal,0
176314,7,W_Completeren aanvraag+START,14:50.9,11189,Normal,0
174159,34,W_Nabellen offertes+COMPLETE,15:34.0,,Normal,0
175153,16,W_Nabellen offertes+START,16:33.3,10899,Late,1
175153,17,O_SENT_BACK+COMPLETE,16:44.0,10899,Late,1
175153,18,W_Valideren aanvraag+SCHEDULE,16:44.1,10899,Late,1
175153,19,W_Nabellen offertes+COMPLETE,16:45.9,10899,Late,1
174577,21,W_Nabellen offertes+COMPLETE,16:54.0,,Normal,0
174635,13,W_Nabellen offertes+COMPLETE,16:54.0,,Normal,0
174562,23,O_ACCEPTED+COMPLETE,17:16.8,10138,Normal,0
174562,22,A_APPROVED+COMPLETE,17:16.8,10138,Normal,0
174562,24,A_REGISTERED+COMPLETE,17:16.8,10138,Normal,0
174562,25,A_ACTIVATED+COMPLETE,17:16.8,10138,Normal,0
174773,18,W_Nabellen offertes+START,17:17.5,,Normal,0
174562,26,W_Valideren aanvraag+COMPLETE,17:24.3,10138,Normal,0
174448,26,W_Valideren aanvraag+SCHEDULE,17:48.2,,Normal,0
174448,27,W_Nabellen incomplete dossiers+COMPLETE,17:50.3,,Normal,0
174773,19,W_Nabellen offertes+COMPLETE,17:56.6,,Normal,0
176395,3,W_Afhandelen leads+START,21:08.7,10982,Normal,0
176398,0,A_SUBMITTED+COMPLETE,21:14.4,112,Normal,0
176398,1,A_PARTLYSUBMITTED+COMPLETE,21:14.5,112,Normal,0
176398,2,W_Afhandelen leads+SCHEDULE,21:30.6,112,Normal,0
174671,41,W_Nabellen offertes+START,21:38.9,,Normal,0
176314,8,Random activity 18,21:49.5,Random_72,Insert,1
176401,1,A_SUBMITTED+COMPLETE,22:23.0,112,Late,1
176401,0,A_PARTLYSUBMITTED+COMPLETE,22:23.1,112,Late,1
176401,2,A_DECLINED+COMPLETE,23:02.2,112,Late,1
176395,4,A_PREACCEPTED+COMPLETE,23:02.7,10982,Normal,0
176395,5,W_Completeren aanvraag+SCHEDULE,23:02.8,10982,Normal,0
176395,6,W_Afhandelen leads+COMPLETE,23:03.8,10982,Normal,0
176398,3,W_Afhandelen leads+START,23:08.1,10982,Normal,0
174671,42,W_Nabellen offertes+COMPLETE,23:32.5,,Normal,0
174565,21,W_Nabellen offertes+START,23:41.3,,Normal,0
176398,4,A_PREACCEPTED+COMPLETE,24:12.1,10982,Normal,0
176398,5,W_Completeren aanvraag+SCHEDULE,24:12.2,10982,Normal,0
176398,6,W_Afhandelen leads+COMPLETE,24:13.1,10982,Normal,0
176371,9,W_Completeren aanvraag+START,24:38.3,10982,Normal,0
176371,10,W_Completeren aanvraag+COMPLETE,24:47.7,10982,Normal,0
176404,0,A_SUBMITTED+COMPLETE,25:08.1,112,Normal,0
176404,1,A_PARTLYSUBMITTED+COMPLETE,25:09.1,112,Normal,0
176404,2,A_PREACCEPTED+COMPLETE,25:55.3,112,Normal,0
176404,3,W_Completeren aanvraag+SCHEDULE,25:55.6,112,Normal,0
176314,9,W_Completeren aanvraag+COMPLETE,26:48.7,11189,Insert,1
174565,22,W_Nabellen offertes+COMPLETE,26:57.9,,Normal,0
176314,10,W_Completeren aanvraag+START,27:05.1,11189,Insert,1
176314,11,W_Completeren aanvraag+COMPLETE,27:17.2,11189,Insert,1
176404,4,W_Completeren aanvraag+START,27:31.6,11189,Normal,0
174478,26,W_Nabellen offertes+START,27:41.7,,Normal,0
176374,7,A_FINALIZED+COMPLETE,28:07.0,11169,Normal,0
176374,6,O_SELECTED+COMPLETE,28:07.0,11169,Normal,0
176374,8,O_CREATED+COMPLETE,28:54.3,11169,Normal,0
176374,9,O_SENT+COMPLETE,28:54.3,11169,Normal,0
176374,10,W_Nabellen offertes+SCHEDULE,28:54.4,11169,Normal,0
176374,11,W_Completeren aanvraag+COMPLETE,28:55.6,11169,Normal,0
174478,27,W_Nabellen offertes+COMPLETE,29:57.5,,Normal,0
174824,14,W_Nabellen offertes+START,30:36.0,,Normal,0
176407,2,A_SUBMITTED+COMPLETE,30:44.6,112,Rework,1
176407,0,A_SUBMITTED+COMPLETE,30:44.6,112,Normal,0
176407,3,A_PARTLYSUBMITTED+COMPLETE,30:44.7,112,Rework,1
176407,1,A_PARTLYSUBMITTED+COMPLETE,30:44.7,112,Normal,0
176407,4,A_DECLINED+COMPLETE,31:20.7,112,Rework,1
176371,11,W_Completeren aanvraag+START,32:11.5,,Normal,0
176371,12,W_Completeren aanvraag+COMPLETE,32:20.3,,Normal,0
176284,9,W_Completeren aanvraag+START,32:30.7,,Normal,0
174824,15,W_Nabellen offertes+COMPLETE,33:22.0,,Normal,0
176284,10,W_Completeren aanvraag+COMPLETE,33:51.6,,Normal,0
175096,29,W_Completeren aanvraag+START,34:15.5,,Normal,0
174872,14,W_Nabellen offertes+START,34:41.1,,Normal,0
176410,0,A_SUBMITTED+COMPLETE,35:00.7,112,Normal,0
176410,1,A_PARTLYSUBMITTED+COMPLETE,35:00.8,112,Normal,0
175096,30,W_Completeren aanvraag+COMPLETE,35:37.5,,Normal,0
176410,2,W_Afhandelen leads+SCHEDULE,35:39.8,112,Normal,0
176410,3,W_Afhandelen leads+START,36:03.3,,Normal,0
176410,4,A_DECLINED+COMPLETE,36:15.1,10859,Normal,0
176410,5,W_Afhandelen leads+COMPLETE,36:18.2,,Normal,0
176413,0,A_SUBMITTED+COMPLETE,38:05.9,112,Normal,0
176413,1,A_PARTLYSUBMITTED+COMPLETE,38:06.0,112,Normal,0
174872,15,W_Nabellen offertes+COMPLETE,38:52.4,,Normal,0
176413,2,A_PREACCEPTED+COMPLETE,38:57.5,112,Normal,0
176413,3,W_Completeren aanvraag+SCHEDULE,38:57.9,112,Normal,0
174845,20,W_Nabellen offertes+START,39:13.1,,Normal,0
174845,21,W_Nabellen offertes+COMPLETE,40:46.1,,Normal,0
176404,5,A_ACCEPTED+COMPLETE,40:51.5,11189,Normal,0
174614,14,W_Nabellen offertes+START,41:12.9,,Normal,0
176371,13,W_Completeren aanvraag+START,42:54.0,11169,Normal,0
174614,15,W_Nabellen offertes+COMPLETE,43:11.3,,Normal,0
176404,6,O_SELECTED+COMPLETE,43:26.0,11189,Normal,0
176404,7,A_FINALIZED+COMPLETE,43:26.0,11189,Normal,0
176404,8,O_CREATED+COMPLETE,43:26.6,11189,Normal,0
176404,9,O_SENT+COMPLETE,43:26.7,11189,Normal,0
176404,10,W_Nabellen offertes+SCHEDULE,43:26.8,11189,Normal,0
176404,11,W_Completeren aanvraag+COMPLETE,43:28.5,11189,Normal,0
176404,12,W_Nabellen offertes+START,44:17.9,11189,Normal,0
176404,13,W_Nabellen offertes+COMPLETE,45:55.1,11189,Normal,0
174707,29,W_Nabellen offertes+START,50:04.0,,Normal,0
176416,0,A_SUBMITTED+COMPLETE,51:04.0,112,Normal,0
176416,1,A_PARTLYSUBMITTED+COMPLETE,51:04.2,112,Normal,0
174605,14,W_Nabellen offertes+START,51:24.5,11180,Normal,0
176416,2,Random activity 3,51:41.7,Random_75,Insert,1
176416,3,W_Afhandelen leads+SCHEDULE,51:43.4,112,Insert,1
174605,15,W_Nabellen offertes+COMPLETE,52:06.0,11180,Normal,0
176419,0,A_SUBMITTED+COMPLETE,52:45.0,112,Normal,0
176419,1,A_PARTLYSUBMITTED+COMPLETE,52:45.2,112,Normal,0
176416,4,W_Afhandelen leads+START,53:00.4,11180,Insert,1
176419,2,A_PREACCEPTED+COMPLETE,53:27.8,112,Normal,0
176419,3,W_Completeren aanvraag+SCHEDULE,53:28.3,112,Normal,0
174707,30,W_Nabellen offertes+COMPLETE,53:30.7,,Normal,0
176398,7,W_Completeren aanvraag+START,53:33.8,11189,Normal,0
176398,8,W_Completeren aanvraag+COMPLETE,56:38.1,11189,Normal,0
176419,4,W_Completeren aanvraag+START,56:52.2,11189,Normal,0
174884,30,W_Nabellen offertes+START,57:08.4,,Normal,0
176416,5,A_DECLINED+COMPLETE,57:20.7,11180,Insert,1
176416,6,W_Afhandelen leads+COMPLETE,57:24.8,11180,Insert,1
173940,20,W_Valideren aanvraag+START,57:40.6,10138,Normal,0
174884,31,W_Nabellen offertes+COMPLETE,59:26.4,,Normal,0
174707,31,W_Nabellen offertes+START,02:45.3,11180,Normal,0
174448,28,W_Valideren aanvraag+START,03:51.5,10629,Normal,0
174707,32,W_Nabellen offertes+COMPLETE,03:54.5,11180,Normal,0
174541,19,W_Nabellen offertes+START,04:12.3,,Normal,0
176206,10,W_Completeren aanvraag+START,04:13.4,,Normal,0
176206,11,W_Completeren aanvraag+COMPLETE,05:11.2,,Normal,0
175135,6,W_Completeren aanvraag+START,05:21.0,,Normal,0
176419,5,A_ACCEPTED+COMPLETE,05:50.0,11189,Normal,0
174448,30,O_ACCEPTED+COMPLETE,05:55.7,10629,Normal,0
174448,29,A_APPROVED+COMPLETE,05:55.7,10629,Normal,0
174448,32,A_REGISTERED+COMPLETE,05:55.7,10629,Normal,0
174448,31,A_ACTIVATED+COMPLETE,05:55.7,10629,Normal,0
174448,33,W_Valideren aanvraag+COMPLETE,06:01.3,10629,Normal,0
174541,20,W_Nabellen offertes+COMPLETE,06:58.3,,Normal,0
175135,7,W_Completeren aanvraag+COMPLETE,07:21.7,,Normal,0
176191,10,W_Completeren aanvraag+START,07:52.8,,Normal,0
176371,14,A_ACCEPTED+COMPLETE,09:28.9,11169,Normal,0
176191,11,W_Completeren aanvraag+COMPLETE,09:37.1,,Normal,0
176419,6,O_SELECTED+COMPLETE,10:53.5,11189,Normal,0
176419,7,A_FINALIZED+COMPLETE,10:53.5,11189,Normal,0
176419,8,O_CREATED+COMPLETE,11:40.7,11189,Normal,0
176419,9,O_SENT+COMPLETE,11:40.7,11189,Normal,0
176419,10,W_Nabellen offertes+SCHEDULE,11:40.8,11189,Normal,0
176419,11,W_Completeren aanvraag+COMPLETE,11:42.1,11189,Normal,0
176419,12,W_Nabellen offertes+START,11:56.0,11189,Normal,0
176419,13,W_Nabellen offertes+COMPLETE,12:49.4,11189,Normal,0
176395,7,W_Completeren aanvraag+START,13:13.1,11189,Normal,0
176191,12,W_Completeren aanvraag+START,16:01.9,,Normal,0
176395,8,W_Completeren aanvraag+COMPLETE,16:53.0,11189,Normal,0
176305,8,W_Completeren aanvraag+START,17:05.9,11189,Insert,1
176371,15,O_SELECTED+COMPLETE,18:14.6,11169,Normal,0
176371,16,A_FINALIZED+COMPLETE,18:14.6,11169,Normal,0
176371,17,O_CREATED+COMPLETE,18:15.7,11169,Normal,0
176371,18,O_SENT+COMPLETE,18:15.8,11169,Normal,0
176371,19,W_Nabellen offertes+SCHEDULE,18:15.8,11169,Normal,0
176371,20,W_Completeren aanvraag+COMPLETE,18:17.1,11169,Normal,0
173940,21,W_Nabellen incomplete dossiers+SCHEDULE,18:34.8,10138,Normal,0
173940,22,W_Valideren aanvraag+COMPLETE,18:36.3,10138,Normal,0
176191,13,W_Completeren aanvraag+COMPLETE,22:30.1,,Normal,0
176422,0,A_SUBMITTED+COMPLETE,23:17.7,112,Normal,0
176422,1,A_PARTLYSUBMITTED+COMPLETE,23:18.0,112,Normal,0
176422,2,A_DECLINED+COMPLETE,23:52.2,112,Normal,0
176305,9,A_ACCEPTED+COMPLETE,25:39.7,11189,Insert,1
176305,10,O_SELECTED+COMPLETE,27:59.9,11189,Insert,1
176305,11,A_FINALIZED+COMPLETE,27:59.9,11189,Insert,1
176305,12,O_CREATED+COMPLETE,28:01.4,11189,Insert,1
176305,13,O_SENT+COMPLETE,28:01.4,11189,Insert,1
176305,14,W_Nabellen offertes+SCHEDULE,28:01.5,11189,Insert,1
176305,15,W_Completeren aanvraag+COMPLETE,28:03.4,11189,Insert,1
173940,23,W_Nabellen incomplete dossiers+START,29:08.2,,Normal,0
176317,6,W_Completeren aanvraag+START,30:05.5,11169,Normal,0
176395,9,W_Completeren aanvraag+START,31:09.8,,Normal,0
176305,16,W_Nabellen offertes+START,33:35.6,11189,Insert,1
176305,17,W_Nabellen offertes+COMPLETE,34:01.7,11189,Insert,1
176413,4,W_Completeren aanvraag+START,34:31.3,11189,Normal,0
173940,24,W_Nabellen incomplete dossiers+COMPLETE,36:15.5,,Normal,0
176425,0,A_SUBMITTED+COMPLETE,37:35.1,112,Normal,0
176425,1,A_PARTLYSUBMITTED+COMPLETE,37:35.3,112,Normal,0
176425,2,A_DECLINED+COMPLETE,38:24.6,112,Normal,0
176395,10,W_Completeren aanvraag+COMPLETE,38:31.6,,Normal,0
174529,20,W_Nabellen offertes+START,42:54.6,,Normal,0
176428,0,A_SUBMITTED+COMPLETE,45:46.7,112,Normal,0
176428,1,A_PARTLYSUBMITTED+COMPLETE,45:46.8,112,Normal,0
176428,2,A_PREACCEPTED+COMPLETE,46:28.4,112,Normal,0
176428,3,W_Completeren aanvraag+SCHEDULE,46:28.8,112,Normal,0
174529,21,W_Nabellen offertes+COMPLETE,46:46.0,,Normal,0
176431,0,A_SUBMITTED+COMPLETE,48:13.2,112,Normal,0
176431,1,A_PARTLYSUBMITTED+COMPLETE,48:13.3,112,Normal,0
176398,9,W_Completeren aanvraag+START,48:29.8,,Normal,0
176431,2,A_PREACCEPTED+COMPLETE,49:16.7,112,Normal,0
176431,3,W_Completeren aanvraag+SCHEDULE,49:17.1,112,Normal,0
176413,5,W_Completeren aanvraag+COMPLETE,49:27.9,11189,Normal,0
176431,4,W_Completeren aanvraag+START,49:38.4,11189,Normal,0
176398,10,A_ACCEPTED+COMPLETE,52:53.1,11120,Normal,0
176434,0,A_SUBMITTED+COMPLETE,53:19.0,112,Normal,0
176434,1,A_PARTLYSUBMITTED+COMPLETE,53:19.1,112,Normal,0
176434,2,W_Afhandelen leads+SCHEDULE,53:50.9,112,Normal,0
176398,11,A_CANCELLED+COMPLETE,54:27.6,11120,Normal,0
176398,12,W_Completeren aanvraag+COMPLETE,54:28.8,,Normal,0
174881,14,W_Nabellen offertes+START,56:07.8,,Normal,0
176434,3,W_Afhandelen leads+START,57:35.7,,Normal,0
176434,4,A_DECLINED+COMPLETE,58:14.2,10859,Normal,0
174881,15,W_Nabellen offertes+COMPLETE,58:15.0,,Normal,0
176434,5,W_Afhandelen leads+COMPLETE,58:17.0,,Normal,0
176431,5,A_CANCELLED+COMPLETE,59:52.6,11189,Normal,0
176431,6,W_Completeren aanvraag+COMPLETE,59:54.9,11189,Normal,0
176437,0,A_SUBMITTED+COMPLETE,00:36.2,112,Normal,0
176437,1,A_PARTLYSUBMITTED+COMPLETE,00:36.3,112,Normal,0
176437,2,A_PREACCEPTED+COMPLETE,01:10.8,112,Normal,0
176437,3,W_Completeren aanvraag+SCHEDULE,01:11.1,112,Normal,0
174517,30,W_Completeren aanvraag+START,01:41.9,11169,Normal,0
174517,31,A_ACCEPTED+COMPLETE,05:21.7,11169,Normal,0
174517,33,A_FINALIZED+COMPLETE,08:52.4,11169,Normal,0
174517,32,O_SELECTED+COMPLETE,08:52.4,11169,Normal,0
174517,34,O_CREATED+COMPLETE,09:39.9,11169,Normal,0
174517,35,O_SENT+COMPLETE,09:40.0,11169,Normal,0
174517,36,W_Nabellen offertes+SCHEDULE,09:40.1,11169,Normal,0
174517,37,W_Completeren aanvraag+COMPLETE,09:41.2,11169,Normal,0
176440,0,A_SUBMITTED+COMPLETE,17:58.4,112,Normal,0
176440,1,A_PARTLYSUBMITTED+COMPLETE,17:58.6,112,Normal,0
176440,2,W_Afhandelen leads+SCHEDULE,18:39.6,112,Normal,0
173940,25,W_Nabellen incomplete dossiers+START,20:42.2,,Normal,0
176443,0,A_SUBMITTED+COMPLETE,20:51.7,112,Normal,0
176443,1,A_PARTLYSUBMITTED+COMPLETE,20:51.8,112,Normal,0
176443,2,A_DECLINED+COMPLETE,21:27.7,112,Normal,0
173940,26,W_Nabellen incomplete dossiers+COMPLETE,25:38.6,,Normal,0
176446,0,A_SUBMITTED+COMPLETE,26:14.1,112,Normal,0
176446,1,A_PARTLYSUBMITTED+COMPLETE,26:14.3,112,Normal,0
176446,2,A_PREACCEPTED+COMPLETE,26:44.2,112,Normal,0
176446,3,W_Completeren aanvraag+SCHEDULE,26:44.5,112,Normal,0
176449,1,A_SUBMITTED+COMPLETE,34:27.7,112,Insert,1
176449,2,A_PARTLYSUBMITTED+COMPLETE,34:27.9,112,Insert,1
176449,3,W_Afhandelen leads+SCHEDULE,35:10.5,112,Insert,1
176452,0,A_SUBMITTED+COMPLETE,35:12.8,112,Normal,0
176452,1,A_PARTLYSUBMITTED+COMPLETE,35:13.0,112,Normal,0
176449,4,W_Afhandelen leads+START,35:23.5,11189,Insert,1
176452,2,W_Afhandelen leads+SCHEDULE,35:28.7,112,Normal,0
176452,3,W_Afhandelen leads+START,36:09.5,11180,Normal,0
176452,4,W_Afhandelen leads+COMPLETE,38:36.8,11180,Normal,0
176452,5,W_Afhandelen leads+START,38:40.7,11180,Normal,0
176449,5,Random activity 8,43:02.9,Random_77,Insert,1
176455,0,A_SUBMITTED+COMPLETE,43:32.1,112,Normal,0
176455,1,A_PARTLYSUBMITTED+COMPLETE,43:32.3,112,Normal,0
176449,6,A_DECLINED+COMPLETE,43:57.5,11189,Insert,1
176449,7,W_Afhandelen leads+COMPLETE,43:59.9,11189,Insert,1
176455,2,A_DECLINED+COMPLETE,44:05.5,112,Normal,0
176446,4,W_Completeren aanvraag+START,44:32.0,11189,Normal,0
176458,2,A_SUBMITTED+COMPLETE,49:35.9,112,Early,1
176458,3,A_PARTLYSUBMITTED+COMPLETE,49:36.2,112,Early,1
176458,0,W_Afhandelen leads+SCHEDULE,49:43.9,112,Early,1
176461,0,A_SUBMITTED+COMPLETE,55:41.2,112,Normal,0
176461,1,A_PARTLYSUBMITTED+COMPLETE,55:41.3,112,Normal,0
176461,2,A_PREACCEPTED+COMPLETE,56:32.1,112,Normal,0
176461,3,W_Completeren aanvraag+SCHEDULE,56:32.4,112,Normal,0
176446,5,A_ACCEPTED+COMPLETE,57:39.0,11189,Normal,0
176446,6,O_SELECTED+COMPLETE,59:17.7,11189,Normal,0
176446,7,A_FINALIZED+COMPLETE,59:17.7,11189,Normal,0
176452,6,A_DECLINED+COMPLETE,59:29.3,11180,Normal,0
176452,7,W_Afhandelen leads+COMPLETE,59:33.1,11180,Normal,0
176446,8,O_CREATED+COMPLETE,00:05.6,11189,Normal,0
176446,9,O_SENT+COMPLETE,00:05.6,11189,Normal,0
176446,10,W_Nabellen offertes+SCHEDULE,00:06.6,11189,Normal,0
176446,11,W_Completeren aanvraag+COMPLETE,00:07.9,11189,Normal,0
176446,12,W_Nabellen offertes+START,00:25.2,11189,Normal,0
176446,13,W_Nabellen offertes+COMPLETE,08:28.3,11189,Normal,0
176440,3,W_Afhandelen leads+START,08:31.1,,Normal,0
176458,1,W_Afhandelen leads+START,08:33.6,,Early,1
176440,4,A_PREACCEPTED+COMPLETE,09:51.4,10859,Normal,0
176440,5,W_Completeren aanvraag+SCHEDULE,09:51.5,,Normal,0
176440,9,W_Afhandelen leads+COMPLETE,09:52.6,,Rework,1
176440,6,W_Afhandelen leads+COMPLETE,09:52.6,,Normal,0
176464,3,A_SUBMITTED+COMPLETE,10:06.3,112,Rework,1
176464,0,A_SUBMITTED+COMPLETE,10:06.3,112,Normal,0
176464,4,A_PARTLYSUBMITTED+COMPLETE,10:06.4,112,Rework,1
176464,1,A_PARTLYSUBMITTED+COMPLETE,10:06.4,112,Normal,0
176458,4,A_PREACCEPTED+COMPLETE,11:04.3,10859,Early,1
176458,5,W_Completeren aanvraag+SCHEDULE,11:04.4,,Early,1
176464,2,A_DECLINED+COMPLETE,11:05.1,112,Normal,0
176464,5,A_DECLINED+COMPLETE,11:05.1,112,Rework,1
176458,6,W_Afhandelen leads+COMPLETE,11:05.4,,Early,1
176467,0,A_SUBMITTED+COMPLETE,11:29.5,112,Normal,0
176467,1,A_PARTLYSUBMITTED+COMPLETE,11:31.0,112,Normal,0
176467,2,A_PREACCEPTED+COMPLETE,12:12.4,112,Normal,0
176467,3,W_Completeren aanvraag+SCHEDULE,12:12.8,112,Normal,0
176470,0,A_SUBMITTED+COMPLETE,13:44.5,112,Normal,0
176470,1,A_PARTLYSUBMITTED+COMPLETE,13:44.6,112,Normal,0
176470,2,A_PREACCEPTED+COMPLETE,14:17.9,112,Normal,0
176470,3,W_Completeren aanvraag+SCHEDULE,14:18.2,112,Normal,0
176317,7,W_Completeren aanvraag+COMPLETE,14:42.8,11169,Normal,0
176158,13,W_Completeren aanvraag+START,14:48.9,,Normal,0
174481,27,W_Completeren aanvraag+START,17:20.9,11169,Normal,0
176323,8,W_Completeren aanvraag+START,21:39.8,11189,Normal,0
176473,0,A_SUBMITTED+COMPLETE,21:52.5,112,Normal,0
176473,1,A_PARTLYSUBMITTED+COMPLETE,21:52.8,112,Normal,0
176476,0,A_SUBMITTED+COMPLETE,22:02.3,112,Normal,0
176476,1,A_PARTLYSUBMITTED+COMPLETE,22:02.8,112,Normal,0
176473,2,W_Afhandelen leads+SCHEDULE,22:43.3,112,Normal,0
176476,2,A_PREACCEPTED+COMPLETE,22:54.1,112,Normal,0
176476,3,W_Completeren aanvraag+SCHEDULE,22:55.9,112,Normal,0
174481,28,A_CANCELLED+COMPLETE,23:46.2,11169,Normal,0
174481,29,W_Completeren aanvraag+COMPLETE,23:47.7,11169,Normal,0
176470,4,W_Completeren aanvraag+START,23:53.6,11169,Normal,0
176158,14,A_ACCEPTED+COMPLETE,24:42.5,10859,Normal,0
176158,15,O_SELECTED+COMPLETE,26:50.5,10859,Normal,0
176158,16,A_FINALIZED+COMPLETE,26:50.5,10859,Normal,0
176158,17,O_CREATED+COMPLETE,26:53.5,10859,Normal,0
176158,18,O_SENT+COMPLETE,26:53.5,10859,Normal,0
176158,19,W_Nabellen offertes+SCHEDULE,26:53.6,,Normal,0
176158,20,W_Completeren aanvraag+COMPLETE,26:55.4,,Normal,0
176158,21,W_Nabellen offertes+START,27:25.2,,Normal,0
176470,5,W_Completeren aanvraag+COMPLETE,27:43.0,11169,Normal,0
176476,4,W_Completeren aanvraag+START,27:59.0,11169,Normal,0
176158,22,W_Nabellen offertes+COMPLETE,28:33.0,,Normal,0
174851,20,W_Nabellen offertes+START,31:12.0,,Normal,0
174851,21,W_Nabellen offertes+COMPLETE,32:37.3,,Normal,0
176323,9,A_ACCEPTED+COMPLETE,34:46.7,11189,Normal,0
176476,5,W_Completeren aanvraag+COMPLETE,35:52.7,11169,Normal,0
176467,4,W_Completeren aanvraag+START,36:01.4,11169,Normal,0
176323,10,A_FINALIZED+COMPLETE,36:18.5,11189,Normal,0
176323,11,O_SELECTED+COMPLETE,36:18.5,11189,Normal,0
176323,12,O_CREATED+COMPLETE,36:19.8,11189,Normal,0
176323,13,O_SENT+COMPLETE,36:19.8,11189,Normal,0
176323,14,W_Nabellen offertes+SCHEDULE,36:19.9,11189,Normal,0
176323,15,W_Completeren aanvraag+COMPLETE,36:21.5,11189,Normal,0
176323,16,W_Nabellen offertes+START,36:41.6,11189,Normal,0
176479,0,A_SUBMITTED+COMPLETE,36:56.2,112,Normal,0
176479,1,A_PARTLYSUBMITTED+COMPLETE,36:56.3,112,Normal,0
176323,17,W_Nabellen offertes+COMPLETE,37:49.6,11189,Normal,0
176479,2,W_Afhandelen leads+SCHEDULE,38:05.0,112,Normal,0
176476,6,W_Completeren aanvraag+START,46:10.7,11122,Normal,0
176476,7,A_ACCEPTED+COMPLETE,50:03.1,11122,Normal,0
176467,5,A_ACCEPTED+COMPLETE,50:44.3,11169,Normal,0
176476,9,A_FINALIZED+COMPLETE,50:59.3,11122,Normal,0
176476,8,O_SELECTED+COMPLETE,50:59.3,11122,Normal,0
176476,10,O_CREATED+COMPLETE,51:00.4,11122,Normal,0
176476,11,O_SENT+COMPLETE,51:00.5,11122,Normal,0
176476,12,W_Nabellen offertes+SCHEDULE,51:00.7,11122,Normal,0
176476,13,W_Completeren aanvraag+COMPLETE,51:01.6,11122,Normal,0
176473,3,W_Afhandelen leads+START,53:57.4,,Normal,0
176473,6,W_Afhandelen leads+START,53:57.4,,Rework,1
176473,4,A_DECLINED+COMPLETE,54:22.5,10859,Normal,0
176473,7,A_DECLINED+COMPLETE,54:22.5,10859,Rework,1
176473,5,W_Afhandelen leads+COMPLETE,54:25.8,,Normal,0
176473,8,W_Afhandelen leads+COMPLETE,54:25.8,,Rework,1
176479,3,A_DECLINED+COMPLETE,54:48.5,10859,SkipSequence,1
176479,4,W_Afhandelen leads+COMPLETE,54:51.3,,SkipSequence,1
176467,7,A_FINALIZED+COMPLETE,56:30.7,11169,Normal,0
176467,6,O_SELECTED+COMPLETE,56:30.7,11169,Normal,0
176467,8,O_CREATED+COMPLETE,56:31.7,11169,Normal,0
176467,9,O_SENT+COMPLETE,56:31.7,11169,Normal,0
176467,10,W_Nabellen offertes+SCHEDULE,56:31.8,11169,Normal,0
